site	d	season	n	mean	sd	min	Q1	median	Q3	max	range	avgmin	avgmax	avgrange	avgmean	annualmaxDTR
LV	11/7/15	Summer	96	28.529	0.52	27.862	28.06	28.407	28.754	30.054	2.192					
LV	11/8/15	Summer	96	28.87	0.504	28.159	28.444	28.754	29.189	30.054	1.895					
LV	11/9/15	Summer	96	28.939	0.389	28.357	28.555	28.903	29.202	29.853	1.496					
LV	11/10/15	Summer	96	29.298	0.48	28.754	28.853	29.152	29.614	30.508	1.754					
LV	11/11/15	Summer	96	29.447	0.569	28.803	28.903	29.252	29.853	30.659	1.856					
LV	11/12/15	Summer	96	29.43	0.537	29.053	29.09	29.152	29.552	30.709	1.656					
LV	11/13/15	Summer	96	29.29	0.374	28.953	29.053	29.152	29.314	30.255	1.302					
LV	11/14/15	Summer	96	29.286	0.304	28.754	29.041	29.252	29.652	29.853	1.099					
LV	11/15/15	Summer	96	28.965	0.2	28.555	28.853	28.903	29.053	29.552	0.997					
LV	11/16/15	Summer	96	29.016	0.261	28.655	28.803	29.003	29.165	29.652	0.997					
LV	11/17/15	Summer	96	29.151	0.21	28.803	29.003	29.102	29.302	29.752	0.949					
LV	11/18/15	Summer	96	29.103	0.227	28.853	28.953	29.028	29.215	29.702	0.849					
LV	11/19/15	Summer	96	29.189	0.24	28.853	29.003	29.053	29.415	29.702	0.849					
LV	11/20/15	Summer	96	28.875	0.194	28.357	28.853	28.953	29.003	29.102	0.745					
LV	11/21/15	Summer	96	28.962	0.125	28.754	28.853	28.953	29.053	29.302	0.548					
LV	11/22/15	Summer	96	29.048	0.314	28.555	28.853	28.853	29.252	29.802	1.247					
LV	11/23/15	Summer	96	29.041	0.392	28.456	28.754	28.903	29.202	30.154	1.698					
LV	11/24/15	Summer	96	28.902	0.372	28.407	28.754	28.803	28.953	29.953	1.546					
LV	11/25/15	Summer	96	28.616	0.094	28.407	28.605	28.655	28.655	28.754	0.347					
LV	11/26/15	Summer	96	28.589	0.191	28.258	28.493	28.555	28.655	29.152	0.894					
LV	11/27/15	Summer	96	28.635	0.218	28.407	28.506	28.555	28.655	29.252	0.845					
LV	11/28/15	Summer	96	28.545	0.246	28.06	28.444	28.555	28.717	28.953	0.893					
LV	11/29/15	Summer	96	28.741	0.304	28.357	28.456	28.655	28.953	29.552	1.195					
LV	11/30/15	Summer	96	28.59	0.282	28.209	28.357	28.506	28.853	29.302	1.093					
LV	12/1/15	Summer	96	28.514	0.259	28.11	28.308	28.407	28.766	29.053	0.943	28.39093548	29.55032258	1.159387097	28.81354839	
LV	12/2/15	Summer	96	28.378	0.262	27.961	28.159	28.357	28.655	28.853	0.892			5.714		
LV	12/3/15	Summer	96	28.534	0.341	28.159	28.258	28.357	28.853	29.252	1.093					
LV	12/4/15	Summer	96	28.478	0.361	27.961	28.196	28.407	28.803	29.152	1.191					
LV	12/5/15	Summer	96	28.583	0.367	28.159	28.258	28.357	28.853	29.352	1.193					
LV	12/6/15	Summer	96	28.567	0.403	28.11	28.159	28.456	28.866	29.352	1.242					
LV	12/7/15	Summer	96	28.724	0.457	28.209	28.357	28.53	28.953	29.752	1.543					
LV	12/8/15	Summer	96	28.661	0.371	28.159	28.357	28.506	28.953	29.502	1.343					
LV	12/9/15	Summer	96	29.092	0.806	28.258	28.407	28.754	29.802	30.862	2.604					
LV	12/10/15	Summer	96	28.979	0.705	28.159	28.555	28.605	29.452	30.76	2.601	28.06	32.499	3.147		
LV	12/11/15	Summer	96	28.608	0.292	28.06	28.444	28.605	28.766	29.252	1.192					
LV	12/12/15	Summer	96	28.592	0.37	28.11	28.308	28.456	28.816	29.602	1.492					
LV	12/13/15	Summer	96	28.592	0.265	28.258	28.357	28.555	28.853	29.102	0.844					
LV	12/14/15	Summer	96	28.566	0.189	28.258	28.456	28.53	28.704	28.953	0.695					
LV	12/15/15	Summer	96	28.737	0.416	28.308	28.357	28.605	29.053	29.702	1.394					
LV	12/16/15	Summer	96	28.723	0.258	28.258	28.506	28.704	28.953	29.102	0.844					
LV	12/17/15	Summer	96	28.671	0.155	28.357	28.605	28.655	28.754	29.053	0.696					
LV	12/18/15	Summer	96	28.674	0.174	28.357	28.555	28.605	28.853	28.953	0.596					
LV	12/19/15	Summer	96	29.047	0.4	28.506	28.655	29.028	29.352	30.003	1.497					
LV	12/20/15	Summer	96	29.308	0.507	28.605	28.853	29.202	29.802	30.508	1.903					
LV	12/21/15	Summer	96	29.28	0.506	28.655	28.903	29.053	29.465	30.862	2.207					
LV	12/22/15	Summer	96	29.048	0.28	28.754	28.853	28.953	29.165	29.853	1.099					
LV	12/23/15	Summer	96	29.059	0.297	28.655	28.754	29.053	29.252	29.852	1.197					
LV	12/24/15	Summer	96	29.153	0.298	28.853	28.953	29.003	29.252	30.154	1.301					
LV	12/25/15	Summer	96	29.234	0.408	28.704	28.903	29.102	29.465	30.255	1.551					
LV	12/26/15	Summer	96	29.091	0.09	28.853	29.053	29.053	29.152	29.252	0.399					
LV	12/27/15	Summer	96	28.936	0.082	28.754	28.853	28.953	29.003	29.053	0.299					
LV	12/28/15	Summer	96	28.696	0.083	28.555	28.655	28.655	28.754	28.953	0.398					
LV	12/29/15	Summer	96	28.893	0.238	28.506	28.704	28.953	29.053	29.452	0.946					
LV	12/30/15	Summer	96	28.906	0.087	28.754	28.853	28.853	28.953	29.102	0.348					
LV	12/31/15	Summer	96	28.896	0.103	28.754	28.803	28.853	29.003	29.152	0.398					
LV	1/1/16	Summer	96	28.779	0.07	28.605	28.754	28.803	28.803	28.903	0.298	28.71590323	30.54825806	1.832354839	29.30206452	
LV	1/2/16	Summer	96	29.074	0.26	28.754	28.754	29.053	29.302	29.502	0.748					
LV	1/3/16	Summer	96	29.093	0.257	28.754	28.853	29.053	29.302	29.602	0.848					
LV	1/4/16	Summer	96	29.515	0.601	28.903	28.953	29.152	30.067	30.864	1.961					
LV	1/5/16	Summer	96	29.885	0.864	29.152	29.202	29.452	30.534	31.78	2.628					
LV	1/6/16	Summer	96	30.157	0.878	29.152	29.402	29.903	30.761	32.089	2.937					
LV	1/7/16	Summer	96	30.217	0.902	29.352	29.602	29.802	30.684	32.499	3.147					
LV	1/8/16	Summer	96	29.491	0.301	29.152	29.352	29.402	29.515	30.662	1.51					
LV	1/9/16	Summer	96	29.715	0.921	28.853	29.152	29.252	29.992	32.141	3.288					
LV	1/10/16	Summer	96	29.749	0.707	29.053	29.152	29.402	30.18	31.628	2.575	27.961	34.269	5.714		
LV	1/11/16	Summer	96	29.651	0.493	29.102	29.252	29.452	30.08	30.864	1.762					
LV	1/12/16	Summer	96	29.527	0.436	28.953	29.152	29.452	29.752	30.457	1.504					
LV	1/13/16	Summer	96	29.428	0.213	29.252	29.252	29.352	29.452	30.054	0.802					
LV	1/14/16	Summer	96	29.456	0.271	29.152	29.252	29.452	29.652	30.154	1.002					
LV	1/15/16	Summer	96	29.146	0.107	28.953	29.053	29.152	29.252	29.352	0.399					
LV	1/16/16	Summer	96	28.871	0.103	28.655	28.754	28.853	28.953	29.053	0.398					
LV	1/17/16	Summer	96	28.759	0.106	28.555	28.655	28.754	28.853	29.053	0.498					
LV	1/18/16	Summer	96	28.699	0.196	28.456	28.555	28.655	28.754	29.252	0.796					
LV	1/19/16	Summer	96	28.815	0.165	28.555	28.655	28.754	28.953	29.252	0.697					
LV	1/20/16	Summer	96	28.985	0.379	28.555	28.655	28.754	29.177	29.953	1.398					
LV	1/21/16	Summer	96	28.933	0.531	28.456	28.655	28.655	29.078	30.457	2.001					
LV	1/22/16	Summer	96	29.21	1.012	28.258	28.655	28.754	29.277	32.086	3.828					
LV	1/23/16	Summer	96	29.476	1.371	27.961	28.655	29.003	29.752	33.274	5.313					
LV	1/24/16	Summer	96	29.721	1.42	28.407	28.803	29.078	30.003	33.587	5.18					
LV	1/25/16	Summer	96	29.03	0.29	28.456	28.803	29.003	29.302	29.652	1.196					
LV	1/26/16	Summer	96	28.971	0.303	28.506	28.803	28.903	29.102	29.802	1.296					
LV	1/27/16	Summer	96	29.064	0.534	28.456	28.655	28.953	29.352	30.305	1.849					
LV	1/28/16	Summer	96	29.085	0.526	28.308	28.605	29.102	29.465	30.154	1.846					
LV	1/29/16	Summer	160	29.479	0.589	28.555	29.003	29.355	30.104	30.508	1.953					
LV	1/30/16	Summer	96	29.196	0.481	28.456	28.754	29.152	29.665	29.903	1.447					
LV	1/31/16	Summer	96	29.187	0.5	28.456	28.754	29.152	29.552	30.154	1.698					
LV	2/1/16	Summer	96	29.693	0.81	28.555	28.89	29.752	30.419	31.064	2.509	28.65527586	30.46286207	1.807586207	29.27334483	
LV	2/2/16	Summer	96	29.526	0.458	28.903	29.09	29.402	29.978	30.255	1.352					
LV	2/3/16	Summer	96	29.024	0.365	28.555	28.742	28.953	29.215	29.802	1.247					
LV	2/4/16	Summer	96	28.949	0.279	28.605	28.704	28.878	29.202	29.602	0.997					
LV	2/5/16	Summer	96	28.908	0.21	28.655	28.754	28.828	29.053	29.452	0.797					
LV	2/6/16	Summer	96	29.018	0.379	28.655	28.754	28.803	29.314	29.903	1.248					
LV	2/7/16	Summer	96	29.706	1.208	28.605	28.803	29.302	29.966	33.222	4.617					
LV	2/8/16	Summer	96	30.025	1.59	28.555	29.041	29.252	30.28	34.269	5.714					
LV	2/9/16	Summer	96	30.154	1.462	28.754	29.14	29.602	30.432	33.953	5.199					
LV	2/10/16	Summer	96	29.561	1.029	28.555	28.941	29.152	29.564	32.137	3.582	27.961	33.953	5.199		
LV	2/11/16	Summer	96	29.346	0.996	27.961	28.555	29.177	29.677	31.574	3.613					
LV	2/12/16	Summer	96	29.554	0.894	28.258	28.853	29.402	29.953	31.421	3.163					
LV	2/13/16	Summer	96	29.827	0.72	28.704	29.252	29.677	30.318	31.115	2.411					
LV	2/14/16	Summer	96	29.853	0.331	29.302	29.552	29.828	30.154	30.457	1.155					
LV	2/15/16	Summer	96	29.625	0.159	29.452	29.502	29.602	29.665	30.003	0.551					
LV	2/16/16	Summer	96	29.484	0.095	29.352	29.452	29.452	29.552	29.752	0.4					
LV	2/17/16	Summer	96	29.518	0.128	29.302	29.402	29.502	29.602	29.853	0.551					
LV	2/18/16	Summer	96	29.448	0.117	29.152	29.402	29.452	29.502	29.602	0.45					
LV	2/19/16	Summer	96	29.317	0.182	29.053	29.202	29.252	29.314	29.853	0.8					
LV	2/20/16	Summer	96	29.076	0.152	28.655	29.003	29.102	29.202	29.302	0.647					
LV	2/21/16	Summer	96	29.046	0.416	28.456	28.655	29.053	29.152	29.953	1.497					
LV	2/22/16	Summer	96	29.302	0.507	28.853	28.953	29.102	29.352	30.608	1.755					
LV	2/23/16	Summer	96	29.027	0.365	28.655	28.754	28.853	29.252	29.953	1.298					
LV	2/24/16	Summer	96	28.943	0.569	28.407	28.555	28.729	29.152	30.356	1.949					
LV	2/25/16	Summer	96	28.548	0.223	28.209	28.357	28.506	28.754	29.053	0.844					
LV	2/26/16	Summer	96	28.591	0.205	28.308	28.456	28.555	28.655	29.053	0.745					
LV	2/27/16	Summer	96	28.56	0.327	28.159	28.345	28.407	28.816	29.252	1.093					
LV	2/28/16	Summer	96	28.549	0.323	28.06	28.246	28.555	28.803	29.152	1.092					
LV	2/29/16	Summer	96	28.749	0.326	28.308	28.456	28.655	28.965	29.452	1.144					
LV	3/1/16	Summer	96	28.841	0.306	28.407	28.555	28.803	29.152	29.452	1.045	29.38822581	30.51206452	1.12383871	29.77351613	
LV	3/2/16	Summer	96	28.867	0.225	28.605	28.704	28.754	29.053	29.452	0.847					
LV	3/3/16	Summer	96	28.77	0.163	28.555	28.655	28.704	28.903	29.152	0.597					
LV	3/4/16	Summer	96	29.011	0.439	28.506	28.655	28.853	29.252	29.953	1.447					
LV	3/5/16	Summer	96	29.052	0.425	28.555	28.655	28.953	29.265	30.255	1.7					
LV	3/6/16	Summer	96	28.986	0.244	28.754	28.803	28.903	29.152	29.652	0.898					
LV	3/7/16	Summer	96	28.814	0.198	28.555	28.704	28.754	28.903	29.352	0.797					
LV	3/8/16	Summer	96	28.983	0.359	28.506	28.704	28.953	29.152	29.953	1.447					
LV	3/9/16	Summer	96	28.99	0.334	28.605	28.754	28.853	29.053	29.953	1.348					
LV	3/10/16	Summer	96	28.721	0.154	28.456	28.605	28.754	28.853	28.953	0.497	28.456	33.535	3.532		
LV	3/11/16	Summer	96	29.144	0.401	28.605	28.754	29.053	29.452	30.003	1.398					
LV	3/12/16	Summer	96	29.405	0.465	28.853	28.991	29.252	29.765	30.407	1.554					
LV	3/13/16	Summer	96	29.476	0.291	29.102	29.252	29.402	29.702	30.054	0.952					
LV	3/14/16	Summer	96	29.562	0.224	29.003	29.452	29.552	29.702	30.104	1.101					
LV	3/15/16	Summer	96	29.634	0.312	29.053	29.352	29.602	29.903	30.255	1.202					
LV	3/16/16	Summer	96	29.856	0.321	29.552	29.602	29.652	30.104	30.811	1.259					
LV	3/17/16	Summer	96	29.923	0.389	29.552	29.652	29.702	30.167	30.913	1.361					
LV	3/18/16	Summer	96	30.039	0.345	29.602	29.689	30.003	30.356	30.709	1.107					
LV	3/19/16	Summer	96	30.387	0.407	29.903	30.104	30.204	30.558	31.319	1.416					
LV	3/20/16	Summer	96	30.536	0.545	30.054	30.154	30.255	30.836	31.727	1.673					
LV	3/21/16	Summer	96	30.593	0.502	30.054	30.255	30.356	30.773	31.829	1.775					
LV	3/22/16	Summer	96	30.576	0.402	30.204	30.255	30.356	30.811	31.625	1.421					
LV	3/23/16	Summer	96	30.586	0.384	30.154	30.255	30.508	30.824	31.523	1.369					
LV	3/24/16	Summer	96	30.61	0.381	30.255	30.356	30.407	30.811	31.523	1.268					
LV	3/25/16	Summer	96	30.459	0.266	30.104	30.204	30.457	30.659	31.014	0.91					
LV	3/26/16	Summer	96	30.593	0.199	30.255	30.356	30.659	30.76	30.913	0.658					
LV	3/27/16	Summer	96	30.708	0.128	30.508	30.608	30.659	30.76	31.064	0.556					
LV	3/28/16	Summer	96	30.652	0.216	30.457	30.508	30.558	30.824	31.166	0.709					
LV	3/29/16	Summer	96	30.482	0.185	30.204	30.407	30.457	30.558	31.014	0.81					
LV	3/30/16	Summer	96	30.357	0.158	30.003	30.255	30.305	30.407	30.811	0.808					
LV	3/31/16	Summer	96	30.366	0.218	30.054	30.204	30.305	30.571	30.963	0.909					
LV	4/1/16	Summer	96	30.511	0.192	30.204	30.356	30.407	30.608	31.014	0.81	29.6463	30.49286667	0.846566667	29.96603333	
LV	4/2/16	Summer	96	30.428	0.276	30.054	30.255	30.356	30.558	31.217	1.163					
LV	4/3/16	Summer	96	30.655	0.343	30.255	30.394	30.508	30.913	31.37	1.115					
LV	4/4/16	Summer	96	30.515	0.244	30.154	30.356	30.457	30.558	31.268	1.114					
LV	4/5/16	Summer	96	30.762	0.663	30.104	30.305	30.558	30.925	32.704	2.6					
LV	4/6/16	Summer	96	30.496	0.179	30.255	30.356	30.457	30.558	30.862	0.607					
LV	4/7/16	Summer	96	30.929	0.958	30.003	30.293	30.558	31.052	33.535	3.532					
LV	4/8/16	Summer	96	30.573	0.277	30.054	30.457	30.558	30.659	31.319	1.265					
LV	4/9/16	Summer	96	30.319	0.1	30.104	30.255	30.305	30.356	30.558	0.454					
LV	4/10/16	Summer	96	30.157	0.118	30.003	30.091	30.104	30.204	30.457	0.454					
LV	4/11/16	Summer	96	30.047	0.102	29.903	29.953	30.003	30.116	30.255	0.352					
LV	4/12/16	Summer	96	30.017	0.168	29.652	29.953	30.003	30.154	30.356	0.704					
LV	4/13/16	Summer	96	29.933	0.156	29.652	29.802	30.003	30.054	30.255	0.603					
LV	4/14/16	Summer	96	29.864	0.113	29.402	29.802	29.903	29.953	30.003	0.601					
LV	4/15/16	Summer	96	29.737	0.18	29.352	29.552	29.802	29.903	29.953	0.601					
LV	4/16/16	Winter	96	29.951	0.17	29.752	29.84	29.903	30.054	30.356	0.604					
LV	4/17/16	Winter	96	30.123	0.239	29.853	29.903	30.054	30.255	30.709	0.856					
LV	4/18/16	Winter	96	30.063	0.112	29.853	30.003	30.054	30.054	30.356	0.503					
LV	4/19/16	Winter	96	29.907	0.081	29.702	29.853	29.903	29.953	30.054	0.352					
LV	4/20/16	Winter	96	29.811	0.134	29.552	29.752	29.752	29.866	30.154	0.602					
LV	4/21/16	Winter	96	29.832	0.311	29.502	29.602	29.752	29.953	30.608	1.106					
LV	4/22/16	Winter	96	29.589	0.135	29.452	29.452	29.552	29.702	29.953	0.501					
LV	4/23/16	Winter	96	29.21	0.249	28.655	29.102	29.227	29.452	29.552	0.897					
LV	4/24/16	Winter	96	29.569	0.19	29.352	29.402	29.552	29.702	30.003	0.651					
LV	4/25/16	Winter	96	29.654	0.178	29.402	29.489	29.652	29.802	30.054	0.652					
LV	4/26/16	Winter	96	29.435	0.11	29.252	29.352	29.452	29.502	29.602	0.35					
LV	4/27/16	Winter	96	29.416	0.226	29.102	29.252	29.352	29.552	29.953	0.851					
LV	4/28/16	Winter	96	29.302	0.164	29.003	29.152	29.252	29.452	29.652	0.649					
LV	4/29/16	Winter	96	29.117	0.118	28.903	29.053	29.102	29.202	29.352	0.449					
LV	4/30/16	Winter	96	29.059	0.109	28.903	28.953	29.053	29.152	29.302	0.399					
LV	5/1/16	Winter	96	29.108	0.212	28.853	28.953	29.003	29.265	29.652	0.799	28.81335484	29.81322581	0.999870968	29.14980645	
LV	5/2/16	Winter	96	29.093	0.178	28.754	28.953	29.028	29.202	29.552	0.798					
LV	5/3/16	Winter	96	29.278	0.271	28.953	29.053	29.202	29.452	29.953	1					
LV	5/4/16	Winter	96	29.472	0.301	29.102	29.202	29.452	29.564	30.356	1.254					
LV	5/5/16	Winter	96	29.727	0.438	29.352	29.452	29.452	29.853	30.862	1.51					
LV	5/6/16	Winter	96	29.498	0.265	29.202	29.352	29.402	29.552	30.356	1.154					
LV	5/7/16	Winter	96	29.401	0.309	28.953	29.252	29.302	29.452	30.407	1.454					
LV	5/8/16	Winter	96	29.265	0.304	28.853	29.102	29.152	29.415	30.054	1.201					
LV	5/9/16	Winter	96	29.209	0.254	28.853	29.003	29.252	29.352	29.853	1					
LV	5/10/16	Winter	96	29.17	0.173	28.903	29.041	29.102	29.252	29.502	0.599					
LV	5/11/16	Winter	96	28.879	0.101	28.655	28.853	28.853	28.953	29.102	0.447					
LV	5/12/16	Winter	96	28.797	0.17	28.506	28.655	28.754	28.953	29.202	0.696					
LV	5/13/16	Winter	96	28.85	0.218	28.506	28.704	28.803	28.953	29.402	0.896					
LV	5/14/16	Winter	96	29.097	0.254	28.803	28.903	28.953	29.265	29.702	0.899					
LV	5/15/16	Winter	96	29.221	0.288	28.903	29.003	29.127	29.302	29.953	1.05					
LV	5/16/16	Winter	96	29.334	0.388	29.003	29.102	29.127	29.515	30.305	1.302					
LV	5/17/16	Winter	96	29.267	0.172	28.903	29.152	29.252	29.452	29.652	0.749					
LV	5/18/16	Winter	96	29.327	0.486	28.853	29.053	29.102	29.377	30.608	1.755					
LV	5/19/16	Winter	96	29.037	0.198	28.803	28.903	28.953	29.102	29.602	0.799					
LV	5/20/16	Winter	96	29.132	0.207	28.853	28.953	29.053	29.252	29.602	0.749					
LV	5/21/16	Winter	96	28.953	0.098	28.853	28.903	28.903	29.003	29.252	0.399					
LV	5/22/16	Winter	96	29.297	0.655	28.555	28.89	29.053	29.515	30.811	2.256					
LV	5/23/16	Winter	96	29.162	0.202	28.853	29.003	29.152	29.265	29.652	0.799					
LV	5/24/16	Winter	96	29.208	0.302	28.903	29.003	29.078	29.265	30.104	1.201					
LV	5/25/16	Winter	96	29.114	0.261	28.704	28.953	29.053	29.252	29.702	0.998					
LV	5/26/16	Winter	96	29.071	0.136	28.853	28.953	29.028	29.202	29.352	0.499					
LV	5/27/16	Winter	96	29.176	0.258	28.953	29.003	29.053	29.352	29.702	0.749					
LV	5/28/16	Winter	96	28.966	0.189	28.704	28.803	28.928	29.152	29.352	0.648					
LV	5/29/16	Winter	96	28.876	0.235	28.555	28.692	28.803	29.078	29.402	0.847					
LV	5/30/16	Winter	96	28.803	0.246	28.407	28.655	28.754	28.953	29.402	0.995					
LV	5/31/16	Winter	96	28.856	0.345	28.308	28.655	28.754	28.965	29.802	1.494					
LV	6/1/16	Winter	96	28.799	0.34	28.308	28.605	28.655	28.916	29.802	1.494	28.25503333	29.15296667	0.897933333	28.59333333	
LV	6/2/16	Winter	96	28.645	0.182	28.258	28.555	28.605	28.704	29.053	0.795					
LV	6/3/16	Winter	96	28.845	0.452	28.258	28.555	28.68	28.965	29.903	1.645					
LV	6/4/16	Winter	96	28.795	0.369	28.11	28.655	28.754	28.903	29.753	1.643					
LV	6/5/16	Winter	96	28.788	0.319	28.308	28.605	28.704	28.816	29.602	1.294					
LV	6/6/16	Winter	96	28.597	0.219	28.159	28.456	28.506	28.754	29.053	0.894					
LV	6/7/16	Winter	96	28.515	0.173	28.209	28.407	28.506	28.617	28.853	0.644					
LV	6/8/16	Winter	96	28.514	0.118	28.159	28.456	28.506	28.605	28.754	0.595					
LV	6/9/16	Winter	96	28.656	0.147	28.308	28.555	28.655	28.754	28.953	0.645					
LV	6/10/16	Winter	96	28.694	0.12	28.456	28.605	28.655	28.766	29.053	0.597					
LV	6/11/16	Winter	96	28.807	0.213	28.555	28.605	28.803	28.953	29.202	0.647					
LV	6/12/16	Winter	96	28.822	0.156	28.605	28.704	28.754	28.953	29.252	0.647					
LV	6/13/16	Winter	96	28.722	0.133	28.506	28.642	28.704	28.803	29.003	0.497					
LV	6/14/16	Winter	96	28.733	0.165	28.555	28.605	28.655	28.803	29.203	0.648					
LV	6/15/16	Winter	96	28.963	0.407	28.605	28.704	28.704	29.127	29.903	1.298					
LV	6/16/16	Winter	96	28.788	0.161	28.506	28.704	28.754	28.903	29.203	0.697					
LV	6/17/16	Winter	96	28.81	0.248	28.506	28.605	28.68	28.953	29.402	0.896					
LV	6/18/16	Winter	96	28.778	0.167	28.506	28.655	28.704	28.903	29.202	0.696					
LV	6/19/16	Winter	96	28.755	0.121	28.555	28.655	28.704	28.803	29.052	0.497					
LV	6/20/16	Winter	96	28.739	0.239	28.407	28.605	28.655	28.803	29.402	0.995					
LV	6/21/16	Winter	96	28.619	0.33	28.209	28.407	28.506	28.766	29.402	1.193					
LV	6/22/16	Winter	96	28.373	0.258	28.11	28.209	28.308	28.468	29.052	0.942					
LV	6/23/16	Winter	96	28.233	0.128	28.06	28.159	28.209	28.308	28.555	0.495					
LV	6/24/16	Winter	96	28.309	0.271	27.912	28.11	28.258	28.456	29.052	1.14					
LV	6/25/16	Winter	96	28.281	0.183	28.06	28.159	28.209	28.369	28.804	0.744					
LV	6/26/16	Winter	96	28.274	0.259	27.961	28.11	28.209	28.407	28.854	0.893					
LV	6/27/16	Winter	96	28.295	0.188	28.06	28.159	28.233	28.407	28.704	0.644					
LV	6/28/16	Winter	96	28.241	0.11	28.06	28.159	28.258	28.308	28.506	0.446					
LV	6/29/16	Winter	96	28.129	0.189	27.764	28.06	28.11	28.27	28.555	0.791					
LV	6/30/16	Winter	96	28.281	0.446	27.616	28.011	28.085	28.506	29.502	1.886					
LV	7/1/16	Winter	96	28.189	0.249	27.517	28.06	28.209	28.357	28.605	1.088	27.62113793	28.65906897	1.037931034	28.00875862	
LV	7/2/16	Winter	96	28.466	0.797	27.223	28.06	28.184	28.655	30.558	3.335					
LV	7/3/16	Winter	96	28.265	0.497	27.468	28.011	28.159	28.308	29.502	2.034					
LV	7/4/16	Winter	96	28.19	0.203	27.813	28.06	28.159	28.308	28.803	0.99					
LV	7/5/16	Winter	96	28.24	0.274	27.912	28.06	28.11	28.308	28.903	0.991					
LV	7/6/16	Winter	96	28.154	0.329	27.813	27.912	28.011	28.258	28.903	1.09					
LV	7/7/16	Winter	96	28.113	0.234	27.813	27.961	28.06	28.159	28.704	0.891					
LV	7/8/16	Winter	96	28.213	0.208	27.961	28.06	28.159	28.308	28.754	0.793					
LV	7/9/16	Winter	96	28.22	0.168	28.06	28.097	28.11	28.357	28.555	0.495					
LV	7/10/16	Winter	96	28.223	0.221	27.961	28.06	28.159	28.357	28.853	0.892					
LV	7/11/16	Winter	96	28.39	0.243	28.06	28.159	28.357	28.481	29.053	0.993					
LV	7/12/16	Winter	96	28.153	0.173	27.665	28.035	28.258	28.258	28.357	0.692					
LV	7/13/16	Winter	96	27.971	0.328	27.567	27.665	27.862	28.184	28.655	1.088					
LV	7/14/16	Winter	96	28.035	0.352	27.567	27.764	27.862	28.258	28.953	1.386					
LV	7/15/16	Winter	96	27.898	0.164	27.665	27.764	27.862	27.961	28.258	0.593					
LV	7/16/16	Winter	96	28.016	0.377	27.567	27.764	27.862	28.159	28.953	1.386					
LV	7/17/16	Winter	96	27.937	0.233	27.468	27.764	27.862	28.085	28.456	0.988					
LV	7/18/16	Winter	96	27.835	0.1	27.567	27.764	27.862	27.862	28.06	0.493					
LV	7/19/16	Winter	96	27.752	0.131	27.468	27.665	27.764	27.764	28.258	0.79					
LV	7/20/16	Winter	96	27.934	0.43	27.468	27.567	27.862	28.06	28.853	1.385					
LV	7/21/16	Winter	96	27.958	0.398	27.567	27.665	27.764	27.986	28.953	1.386					
LV	7/22/16	Winter	96	27.754	0.192	27.468	27.64	27.665	27.862	28.258	0.79					
LV	7/23/16	Winter	96	27.66	0.145	27.468	27.567	27.567	27.764	27.961	0.493					
LV	7/24/16	Winter	96	27.658	0.168	27.468	27.542	27.665	27.764	28.06	0.592					
LV	7/25/16	Winter	96	27.76	0.201	27.468	27.567	27.764	27.887	28.159	0.691					
LV	7/26/16	Winter	96	27.775	0.299	27.37	27.567	27.665	27.887	28.555	1.185					
LV	7/27/16	Winter	96	27.778	0.202	27.468	27.665	27.764	27.961	28.258	0.79					
LV	7/28/16	Winter	96	27.74	0.16	27.468	27.665	27.665	27.862	28.06	0.592					
